,customer_id,type_of_customer
2637,2199,Loyal Stable Shoppers
2638,34474,Loyal Stable Shoppers
2639,25610,Loyal Stable Shoppers
2640,28570,Loyal Stable Shoppers
2641,18998,Loyal Stable Shoppers
2642,22293,Loyal Stable Shoppers
2643,25626,Loyal Stable Shoppers
2644,16160,Loyal Stable Shoppers
2645,7669,Loyal Stable Shoppers
2646,29196,Loyal Stable Shoppers
2647,8613,Loyal Stable Shoppers
2648,4159,Loyal Stable Shoppers
2649,26309,Loyal Stable Shoppers
2650,32463,Loyal Stable Shoppers
2651,33732,Loyal Stable Shoppers
2652,38937,Loyal Stable Shoppers
2653,6697,Loyal Stable Shoppers
2654,24448,Loyal Stable Shoppers
2655,30396,Loyal Stable Shoppers
2656,11892,Loyal Stable Shoppers
2657,1250,Loyal Stable Shoppers
2658,32328,Loyal Stable Shoppers
2659,28123,Loyal Stable Shoppers
2660,25530,Loyal Stable Shoppers
2661,13521,Loyal Stable Shoppers
2662,10532,Loyal Stable Shoppers
2663,19472,Loyal Stable Shoppers
2664,14997,Loyal Stable Shoppers
2665,22429,Loyal Stable Shoppers
2666,8704,Loyal Stable Shoppers
2667,7704,Loyal Stable Shoppers
2668,35430,Loyal Stable Shoppers
2669,11579,Loyal Stable Shoppers
2670,26336,Loyal Stable Shoppers
2671,27966,Loyal Stable Shoppers
2672,14663,Loyal Stable Shoppers
2673,12031,Loyal Stable Shoppers
2674,12533,Loyal Stable Shoppers
2675,23414,Loyal Stable Shoppers
2676,35904,Loyal Stable Shoppers
2677,34072,Loyal Stable Shoppers
2678,18582,Loyal Stable Shoppers
2679,35463,Loyal Stable Shoppers
2680,35048,Loyal Stable Shoppers
2681,23435,Loyal Stable Shoppers
2682,30561,Loyal Stable Shoppers
2683,5514,Loyal Stable Shoppers
2684,18572,Loyal Stable Shoppers
2685,4061,Loyal Stable Shoppers
2686,17678,Loyal Stable Shoppers
2687,28982,Loyal Stable Shoppers
2688,28859,Loyal Stable Shoppers
2689,26465,Loyal Stable Shoppers
2690,3924,Loyal Stable Shoppers
2691,36800,Loyal Stable Shoppers
2692,551,Loyal Stable Shoppers
2693,13579,Loyal Stable Shoppers
2694,28817,Loyal Stable Shoppers
2695,30462,Loyal Stable Shoppers
2696,22652,Loyal Stable Shoppers
2697,5371,Loyal Stable Shoppers
2698,574,Loyal Stable Shoppers
2699,37117,Loyal Stable Shoppers
2700,9508,Loyal Stable Shoppers
2701,9316,Loyal Stable Shoppers
2702,31021,Loyal Stable Shoppers
2703,16512,Loyal Stable Shoppers
2704,10250,Loyal Stable Shoppers
2705,13178,Loyal Stable Shoppers
2706,25684,Loyal Stable Shoppers
2707,25465,Loyal Stable Shoppers
2708,6025,Loyal Stable Shoppers
2709,2577,Loyal Stable Shoppers
2710,263,Loyal Stable Shoppers
2711,30959,Loyal Stable Shoppers
2712,21920,Loyal Stable Shoppers
2713,9708,Loyal Stable Shoppers
2714,20152,Loyal Stable Shoppers
2715,5903,Loyal Stable Shoppers
2716,194,Loyal Stable Shoppers
2717,9745,Loyal Stable Shoppers
2718,14538,Loyal Stable Shoppers
2719,3861,Loyal Stable Shoppers
2720,20131,Loyal Stable Shoppers
2721,36734,Loyal Stable Shoppers
2722,26582,Loyal Stable Shoppers
2723,22770,Loyal Stable Shoppers
2724,9442,Loyal Stable Shoppers
2725,21389,Loyal Stable Shoppers
2726,38187,Loyal Stable Shoppers
2727,27900,Loyal Stable Shoppers
2728,12231,Loyal Stable Shoppers
2729,16340,Loyal Stable Shoppers
2730,34607,Loyal Stable Shoppers
2731,29213,Loyal Stable Shoppers
2732,9347,Loyal Stable Shoppers
2733,7830,Loyal Stable Shoppers
2734,23174,Loyal Stable Shoppers
2735,20425,Loyal Stable Shoppers
2736,17241,Loyal Stable Shoppers
2737,27940,Loyal Stable Shoppers
2738,10687,Loyal Stable Shoppers
2739,25415,Loyal Stable Shoppers
2740,16112,Loyal Stable Shoppers
2741,1358,Loyal Stable Shoppers
2742,29376,Loyal Stable Shoppers
2743,12536,Loyal Stable Shoppers
2744,31970,Loyal Stable Shoppers
2745,27131,Loyal Stable Shoppers
2746,31717,Loyal Stable Shoppers
2747,37707,Loyal Stable Shoppers
2748,6050,Loyal Stable Shoppers
2749,4428,Loyal Stable Shoppers
2750,12789,Loyal Stable Shoppers
2751,5681,Loyal Stable Shoppers
2752,19558,Loyal Stable Shoppers
2753,10533,Loyal Stable Shoppers
2754,15036,Loyal Stable Shoppers
2755,2041,Loyal Stable Shoppers
2756,11635,Loyal Stable Shoppers
2757,19903,Loyal Stable Shoppers
2758,13356,Loyal Stable Shoppers
2759,11659,Loyal Stable Shoppers
2760,35865,Loyal Stable Shoppers
2761,27082,Loyal Stable Shoppers
2762,26692,Loyal Stable Shoppers
2763,4852,Loyal Stable Shoppers
2764,11575,Loyal Stable Shoppers
2765,23039,Loyal Stable Shoppers
2766,33086,Loyal Stable Shoppers
2767,30591,Loyal Stable Shoppers
2768,37779,Loyal Stable Shoppers
2769,7877,Loyal Stable Shoppers
2770,13514,Loyal Stable Shoppers
2771,21700,Loyal Stable Shoppers
2772,12816,Loyal Stable Shoppers
2773,2324,Loyal Stable Shoppers
2774,12420,Loyal Stable Shoppers
2775,22457,Loyal Stable Shoppers
2776,3796,Loyal Stable Shoppers
2777,21275,Loyal Stable Shoppers
2778,20682,Loyal Stable Shoppers
2779,9058,Loyal Stable Shoppers
2780,19537,Loyal Stable Shoppers
2781,32962,Loyal Stable Shoppers
2782,38276,Loyal Stable Shoppers
2783,10068,Loyal Stable Shoppers
2784,5295,Loyal Stable Shoppers
2785,20565,Loyal Stable Shoppers
2786,7311,Loyal Stable Shoppers
2787,22175,Loyal Stable Shoppers
2788,21989,Loyal Stable Shoppers
2789,20073,Loyal Stable Shoppers
2790,27817,Loyal Stable Shoppers
2791,20837,Loyal Stable Shoppers
2792,31888,Loyal Stable Shoppers
2793,22845,Loyal Stable Shoppers
2794,5402,Loyal Stable Shoppers
2795,19494,Loyal Stable Shoppers
2796,25543,Loyal Stable Shoppers
2797,3536,Loyal Stable Shoppers
2798,18897,Loyal Stable Shoppers
2799,29617,Loyal Stable Shoppers
2800,28402,Loyal Stable Shoppers
2801,31650,Loyal Stable Shoppers
2802,34858,Loyal Stable Shoppers
2803,33431,Loyal Stable Shoppers
2804,5803,Loyal Stable Shoppers
2805,13068,Loyal Stable Shoppers
2806,14366,Loyal Stable Shoppers
2807,36288,Loyal Stable Shoppers
2808,1015,Loyal Stable Shoppers
2809,29751,Loyal Stable Shoppers
2810,11972,Loyal Stable Shoppers
2811,31453,Loyal Stable Shoppers
2812,11777,Loyal Stable Shoppers
2813,27985,Loyal Stable Shoppers
2814,35336,Loyal Stable Shoppers
2815,12034,Loyal Stable Shoppers
2816,27065,Loyal Stable Shoppers
2817,28410,Loyal Stable Shoppers
2818,31374,Loyal Stable Shoppers
2819,32091,Loyal Stable Shoppers
2820,1526,Loyal Stable Shoppers
2821,27901,Loyal Stable Shoppers
2822,13347,Loyal Stable Shoppers
2823,1777,Loyal Stable Shoppers
2824,19609,Loyal Stable Shoppers
2825,35171,Loyal Stable Shoppers
2826,7911,Loyal Stable Shoppers
2827,11097,Loyal Stable Shoppers
2828,9031,Loyal Stable Shoppers
2829,39056,Loyal Stable Shoppers
2830,36383,Loyal Stable Shoppers
2831,4305,Loyal Stable Shoppers
2832,9689,Loyal Stable Shoppers
2833,14947,Loyal Stable Shoppers
2834,5481,Loyal Stable Shoppers
2835,28479,Loyal Stable Shoppers
2836,20030,Loyal Stable Shoppers
2837,26555,Loyal Stable Shoppers
2838,27577,Loyal Stable Shoppers
2839,28717,Loyal Stable Shoppers
2840,24915,Loyal Stable Shoppers
2841,26700,Loyal Stable Shoppers
2842,29919,Loyal Stable Shoppers
2843,20038,Loyal Stable Shoppers
2844,35130,Loyal Stable Shoppers
2845,10592,Loyal Stable Shoppers
2846,4339,Loyal Stable Shoppers
2847,36027,Loyal Stable Shoppers
2848,6293,Loyal Stable Shoppers
2849,37460,Loyal Stable Shoppers
2850,38679,Loyal Stable Shoppers
2851,32314,Loyal Stable Shoppers
2852,966,Loyal Stable Shoppers
2853,19274,Loyal Stable Shoppers
2854,8385,Loyal Stable Shoppers
2855,6471,Loyal Stable Shoppers
2856,15808,Loyal Stable Shoppers
2857,13197,Loyal Stable Shoppers
2858,15162,Loyal Stable Shoppers
2859,23377,Loyal Stable Shoppers
2860,4625,Loyal Stable Shoppers
2861,8607,Loyal Stable Shoppers
2862,29099,Loyal Stable Shoppers
2863,1044,Loyal Stable Shoppers
2864,37648,Loyal Stable Shoppers
2865,10083,Loyal Stable Shoppers
2866,3457,Loyal Stable Shoppers
2867,11202,Loyal Stable Shoppers
2868,29573,Loyal Stable Shoppers
2869,9159,Loyal Stable Shoppers
2870,37442,Loyal Stable Shoppers
2871,10058,Loyal Stable Shoppers
2872,27662,Loyal Stable Shoppers
2873,23144,Loyal Stable Shoppers
2874,3332,Loyal Stable Shoppers
2875,23390,Loyal Stable Shoppers
2876,19925,Loyal Stable Shoppers
2877,23644,Loyal Stable Shoppers
2878,32702,Loyal Stable Shoppers
2879,17772,Loyal Stable Shoppers
2880,9809,Loyal Stable Shoppers
2881,11798,Loyal Stable Shoppers
2882,16628,Loyal Stable Shoppers
2883,35857,Loyal Stable Shoppers
2884,9299,Loyal Stable Shoppers
2885,33909,Loyal Stable Shoppers
2886,36391,Loyal Stable Shoppers
2887,11392,Loyal Stable Shoppers
2888,16135,Loyal Stable Shoppers
2889,21620,Loyal Stable Shoppers
2890,29373,Loyal Stable Shoppers
2891,36096,Loyal Stable Shoppers
2892,9431,Loyal Stable Shoppers
2893,22188,Loyal Stable Shoppers
2894,26029,Loyal Stable Shoppers
2895,16619,Loyal Stable Shoppers
2896,10407,Loyal Stable Shoppers
2897,32017,Loyal Stable Shoppers
2898,5450,Loyal Stable Shoppers
2899,5899,Loyal Stable Shoppers
2900,6663,Loyal Stable Shoppers
2901,39574,Loyal Stable Shoppers
2902,24194,Loyal Stable Shoppers
2903,6162,Loyal Stable Shoppers
2904,2418,Loyal Stable Shoppers
2905,24191,Loyal Stable Shoppers
2906,20361,Loyal Stable Shoppers
2907,18429,Loyal Stable Shoppers
2908,9207,Loyal Stable Shoppers
2909,28301,Loyal Stable Shoppers
2910,17431,Loyal Stable Shoppers
2911,20448,Loyal Stable Shoppers
2912,21011,Loyal Stable Shoppers
2913,15143,Loyal Stable Shoppers
2914,5294,Loyal Stable Shoppers
2915,6319,Loyal Stable Shoppers
2916,4137,Loyal Stable Shoppers
2917,20221,Loyal Stable Shoppers
2918,11149,Loyal Stable Shoppers
2919,35840,Loyal Stable Shoppers
2920,7252,Loyal Stable Shoppers
2921,14385,Loyal Stable Shoppers
2922,13339,Loyal Stable Shoppers
2923,13160,Loyal Stable Shoppers
2924,82,Loyal Stable Shoppers
2925,37976,Loyal Stable Shoppers
2926,24927,Loyal Stable Shoppers
2927,22973,Loyal Stable Shoppers
2928,23815,Loyal Stable Shoppers
2929,26454,Loyal Stable Shoppers
2930,35735,Loyal Stable Shoppers
2931,37403,Loyal Stable Shoppers
2932,35455,Loyal Stable Shoppers
2933,44,Loyal Stable Shoppers
2934,38741,Loyal Stable Shoppers
2935,24228,Loyal Stable Shoppers
2936,22885,Loyal Stable Shoppers
2937,29320,Loyal Stable Shoppers
2938,883,Loyal Stable Shoppers
2939,28798,Loyal Stable Shoppers
2940,13399,Loyal Stable Shoppers
2941,28058,Loyal Stable Shoppers
2942,27327,Loyal Stable Shoppers
2943,36814,Loyal Stable Shoppers
2944,11954,Loyal Stable Shoppers
2945,12809,Loyal Stable Shoppers
2946,24278,Loyal Stable Shoppers
2947,10277,Loyal Stable Shoppers
2948,23978,Loyal Stable Shoppers
2949,39336,Loyal Stable Shoppers
2950,29332,Loyal Stable Shoppers
2951,5572,Loyal Stable Shoppers
2952,4802,Loyal Stable Shoppers
2953,14211,Loyal Stable Shoppers
2954,13973,Loyal Stable Shoppers
2955,18296,Loyal Stable Shoppers
2956,39995,Loyal Stable Shoppers
2957,28287,Loyal Stable Shoppers
2958,2410,Loyal Stable Shoppers
2959,38214,Loyal Stable Shoppers
2960,34157,Loyal Stable Shoppers
2961,6527,Loyal Stable Shoppers
2962,16389,Loyal Stable Shoppers
2963,7924,Loyal Stable Shoppers
2964,7154,Loyal Stable Shoppers
2965,26666,Loyal Stable Shoppers
2966,1657,Loyal Stable Shoppers
2967,27367,Loyal Stable Shoppers
2968,23411,Loyal Stable Shoppers
2969,38219,Loyal Stable Shoppers
2970,6405,Loyal Stable Shoppers
2971,20040,Loyal Stable Shoppers
2972,8767,Loyal Stable Shoppers
2973,11610,Loyal Stable Shoppers
2974,39294,Loyal Stable Shoppers
2975,12128,Loyal Stable Shoppers
2976,9716,Loyal Stable Shoppers
2977,5090,Loyal Stable Shoppers
2978,20943,Loyal Stable Shoppers
2979,20993,Loyal Stable Shoppers
2980,26423,Loyal Stable Shoppers
2981,34577,Loyal Stable Shoppers
2982,12416,Loyal Stable Shoppers
2983,2296,Loyal Stable Shoppers
2984,32595,Loyal Stable Shoppers
2985,18503,Loyal Stable Shoppers
2986,27069,Loyal Stable Shoppers
2987,25452,Loyal Stable Shoppers
2988,11121,Loyal Stable Shoppers
2989,6172,Loyal Stable Shoppers
2990,36312,Loyal Stable Shoppers
2991,29648,Loyal Stable Shoppers
2992,28199,Loyal Stable Shoppers
2993,25295,Loyal Stable Shoppers
2994,38651,Loyal Stable Shoppers
2995,5025,Loyal Stable Shoppers
2996,26490,Loyal Stable Shoppers
2997,37475,Loyal Stable Shoppers
2998,24989,Loyal Stable Shoppers
2999,27635,Loyal Stable Shoppers
3000,16805,Loyal Stable Shoppers
3001,36184,Loyal Stable Shoppers
3002,25299,Loyal Stable Shoppers
3003,407,Loyal Stable Shoppers
3004,13768,Loyal Stable Shoppers
3005,15,Loyal Stable Shoppers
3006,9977,Loyal Stable Shoppers
3007,23021,Loyal Stable Shoppers
3008,21530,Loyal Stable Shoppers
3009,9667,Loyal Stable Shoppers
3010,8254,Loyal Stable Shoppers
3011,20853,Loyal Stable Shoppers
3012,14640,Loyal Stable Shoppers
3013,21435,Loyal Stable Shoppers
3014,28574,Loyal Stable Shoppers
3015,12194,Loyal Stable Shoppers
3016,21071,Loyal Stable Shoppers
3017,28017,Loyal Stable Shoppers
3018,10100,Loyal Stable Shoppers
3019,8708,Loyal Stable Shoppers
3020,27536,Loyal Stable Shoppers
3021,17918,Loyal Stable Shoppers
3022,34916,Loyal Stable Shoppers
3023,19261,Loyal Stable Shoppers
3024,22311,Loyal Stable Shoppers
3025,767,Loyal Stable Shoppers
3026,34019,Loyal Stable Shoppers
3027,34620,Loyal Stable Shoppers
3028,33638,Loyal Stable Shoppers
3029,29384,Loyal Stable Shoppers
3030,29050,Loyal Stable Shoppers
3031,2356,Loyal Stable Shoppers
3032,1751,Loyal Stable Shoppers
3033,28777,Loyal Stable Shoppers
3034,31604,Loyal Stable Shoppers
3035,18031,Loyal Stable Shoppers
3036,24102,Loyal Stable Shoppers
3037,2317,Loyal Stable Shoppers
3038,15100,Loyal Stable Shoppers
3039,26854,Loyal Stable Shoppers
3040,18453,Loyal Stable Shoppers
3041,5468,Loyal Stable Shoppers
3042,7188,Loyal Stable Shoppers
3043,21922,Loyal Stable Shoppers
3044,2717,Loyal Stable Shoppers
3045,2565,Loyal Stable Shoppers
3046,3505,Loyal Stable Shoppers
3047,38253,Loyal Stable Shoppers
3048,4229,Loyal Stable Shoppers
3049,17887,Loyal Stable Shoppers
3050,10835,Loyal Stable Shoppers
3051,33608,Loyal Stable Shoppers
3052,17824,Loyal Stable Shoppers
3053,31295,Loyal Stable Shoppers
3054,36752,Loyal Stable Shoppers
3055,22640,Loyal Stable Shoppers
3056,23554,Loyal Stable Shoppers
3057,23831,Loyal Stable Shoppers
3058,15849,Loyal Stable Shoppers
3059,27620,Loyal Stable Shoppers
3060,22218,Loyal Stable Shoppers
3061,7652,Loyal Stable Shoppers
3062,5999,Loyal Stable Shoppers
3063,6330,Loyal Stable Shoppers
3064,20626,Loyal Stable Shoppers
3065,32490,Loyal Stable Shoppers
3066,28611,Loyal Stable Shoppers
3067,8659,Loyal Stable Shoppers
3068,14796,Loyal Stable Shoppers
3069,17424,Loyal Stable Shoppers
3070,5322,Loyal Stable Shoppers
3071,34063,Loyal Stable Shoppers
3072,23682,Loyal Stable Shoppers
3073,1899,Loyal Stable Shoppers
3074,13308,Loyal Stable Shoppers
3075,20187,Loyal Stable Shoppers
3076,36946,Loyal Stable Shoppers
3077,7764,Loyal Stable Shoppers
3078,37702,Loyal Stable Shoppers
3079,17146,Loyal Stable Shoppers
3080,11148,Loyal Stable Shoppers
3081,31769,Loyal Stable Shoppers
3082,16008,Loyal Stable Shoppers
3083,25468,Loyal Stable Shoppers
3084,3416,Loyal Stable Shoppers
3085,8554,Loyal Stable Shoppers
3086,10041,Loyal Stable Shoppers
3087,15387,Loyal Stable Shoppers
3088,8602,Loyal Stable Shoppers
3089,6854,Loyal Stable Shoppers
3090,1972,Loyal Stable Shoppers
3091,3980,Loyal Stable Shoppers
3092,17138,Loyal Stable Shoppers
3093,21360,Loyal Stable Shoppers
3094,13205,Loyal Stable Shoppers
3095,36451,Loyal Stable Shoppers
3096,35807,Loyal Stable Shoppers
3097,22765,Loyal Stable Shoppers
3098,21936,Loyal Stable Shoppers
3099,15666,Loyal Stable Shoppers
3100,39038,Loyal Stable Shoppers
3101,30225,Loyal Stable Shoppers
3102,13226,Loyal Stable Shoppers
3103,9760,Loyal Stable Shoppers
3104,15498,Loyal Stable Shoppers
3105,7068,Loyal Stable Shoppers
3106,34977,Loyal Stable Shoppers
3107,38958,Loyal Stable Shoppers
3108,1332,Loyal Stable Shoppers
3109,7983,Loyal Stable Shoppers
3110,37798,Loyal Stable Shoppers
3111,27562,Loyal Stable Shoppers
3112,27504,Loyal Stable Shoppers
3113,27569,Loyal Stable Shoppers
3114,31784,Loyal Stable Shoppers
3115,39072,Loyal Stable Shoppers
3116,25470,Loyal Stable Shoppers
3117,1245,Loyal Stable Shoppers
3118,19650,Loyal Stable Shoppers
3119,149,Loyal Stable Shoppers
3120,15432,Loyal Stable Shoppers
3121,13154,Loyal Stable Shoppers
3122,33719,Loyal Stable Shoppers
3123,3286,Loyal Stable Shoppers
3124,32207,Loyal Stable Shoppers
3125,4246,Loyal Stable Shoppers
3126,20685,Loyal Stable Shoppers
3127,35852,Loyal Stable Shoppers
3128,6722,Loyal Stable Shoppers
3129,280,Loyal Stable Shoppers
3130,30438,Loyal Stable Shoppers
3131,33410,Loyal Stable Shoppers
3132,18765,Loyal Stable Shoppers
3133,34636,Loyal Stable Shoppers
3134,11059,Loyal Stable Shoppers
3135,18471,Loyal Stable Shoppers
3136,27233,Loyal Stable Shoppers
3137,4500,Loyal Stable Shoppers
3138,15401,Loyal Stable Shoppers
3139,28637,Loyal Stable Shoppers
3140,33891,Loyal Stable Shoppers
3141,29011,Loyal Stable Shoppers
3142,32335,Loyal Stable Shoppers
3143,13927,Loyal Stable Shoppers
3144,2917,Loyal Stable Shoppers
3145,38690,Loyal Stable Shoppers
3146,6962,Loyal Stable Shoppers
3147,30146,Loyal Stable Shoppers
3148,31671,Loyal Stable Shoppers
3149,4145,Loyal Stable Shoppers
3150,33435,Loyal Stable Shoppers
3151,14958,Loyal Stable Shoppers
3152,31131,Loyal Stable Shoppers
3153,3367,Loyal Stable Shoppers
3154,26473,Loyal Stable Shoppers
3155,23997,Loyal Stable Shoppers
3156,26325,Loyal Stable Shoppers
3157,25907,Loyal Stable Shoppers
3158,29417,Loyal Stable Shoppers
3159,35554,Loyal Stable Shoppers
3160,29090,Loyal Stable Shoppers
3161,38500,Loyal Stable Shoppers
3162,25446,Loyal Stable Shoppers
3163,29897,Loyal Stable Shoppers
3164,19138,Loyal Stable Shoppers
3165,39775,Loyal Stable Shoppers
3166,8933,Loyal Stable Shoppers
3167,7928,Loyal Stable Shoppers
3168,38777,Loyal Stable Shoppers
3169,22118,Loyal Stable Shoppers
3170,28597,Loyal Stable Shoppers
3171,7524,Loyal Stable Shoppers
3172,26543,Loyal Stable Shoppers
3173,26767,Loyal Stable Shoppers
3174,22198,Loyal Stable Shoppers
3175,10216,Loyal Stable Shoppers
3176,23078,Loyal Stable Shoppers
3177,32257,Loyal Stable Shoppers
3178,19536,Loyal Stable Shoppers
3179,27404,Loyal Stable Shoppers
3180,33959,Loyal Stable Shoppers
3181,21049,Loyal Stable Shoppers
3182,25267,Loyal Stable Shoppers
3183,27922,Loyal Stable Shoppers
3184,19938,Loyal Stable Shoppers
3185,32551,Loyal Stable Shoppers
3186,22308,Loyal Stable Shoppers
3187,14466,Loyal Stable Shoppers
3188,18703,Loyal Stable Shoppers
3189,16546,Loyal Stable Shoppers
3190,7689,Loyal Stable Shoppers
3191,24945,Loyal Stable Shoppers
3192,23970,Loyal Stable Shoppers
3193,19698,Loyal Stable Shoppers
3194,5555,Loyal Stable Shoppers
3195,18346,Loyal Stable Shoppers
3196,6553,Loyal Stable Shoppers
3197,18544,Loyal Stable Shoppers
3198,4188,Loyal Stable Shoppers
3199,3715,Loyal Stable Shoppers
3200,39133,Loyal Stable Shoppers
3201,15761,Loyal Stable Shoppers
3202,35337,Loyal Stable Shoppers
3203,3966,Loyal Stable Shoppers
3204,15329,Loyal Stable Shoppers
3205,35076,Loyal Stable Shoppers
3206,3174,Loyal Stable Shoppers
3207,12299,Loyal Stable Shoppers
3208,18240,Loyal Stable Shoppers
3209,26845,Loyal Stable Shoppers
3210,19072,Loyal Stable Shoppers
3211,23743,Loyal Stable Shoppers
3212,18858,Loyal Stable Shoppers
3213,780,Loyal Stable Shoppers
3214,10883,Loyal Stable Shoppers
3215,5315,Loyal Stable Shoppers
3216,24979,Loyal Stable Shoppers
3217,39585,Loyal Stable Shoppers
3218,6701,Loyal Stable Shoppers
3219,13476,Loyal Stable Shoppers
3220,7759,Loyal Stable Shoppers
3221,12877,Loyal Stable Shoppers
3222,34531,Loyal Stable Shoppers
3223,32046,Loyal Stable Shoppers
3224,12366,Loyal Stable Shoppers
3225,13296,Loyal Stable Shoppers
3226,32360,Loyal Stable Shoppers
3227,850,Loyal Stable Shoppers
3228,16360,Loyal Stable Shoppers
3229,1178,Loyal Stable Shoppers
3230,27472,Loyal Stable Shoppers
3231,15815,Loyal Stable Shoppers
3232,327,Loyal Stable Shoppers
3233,591,Loyal Stable Shoppers
3234,1636,Loyal Stable Shoppers
3235,27096,Loyal Stable Shoppers
3236,39840,Loyal Stable Shoppers
3237,4878,Loyal Stable Shoppers
3238,36623,Loyal Stable Shoppers
3239,13244,Loyal Stable Shoppers
3240,14854,Loyal Stable Shoppers
3241,13055,Loyal Stable Shoppers
3242,18157,Loyal Stable Shoppers
3243,15517,Loyal Stable Shoppers
3244,35830,Loyal Stable Shoppers
3245,38037,Loyal Stable Shoppers
3246,13695,Loyal Stable Shoppers
3247,18457,Loyal Stable Shoppers
3248,18758,Loyal Stable Shoppers
3249,11867,Loyal Stable Shoppers
3250,29932,Loyal Stable Shoppers
3251,13076,Loyal Stable Shoppers
3252,3664,Loyal Stable Shoppers
3253,8730,Loyal Stable Shoppers
3254,555,Loyal Stable Shoppers
3255,27062,Loyal Stable Shoppers
3256,33813,Loyal Stable Shoppers
3257,28177,Loyal Stable Shoppers
3258,20619,Loyal Stable Shoppers
3259,33933,Loyal Stable Shoppers
3260,24548,Loyal Stable Shoppers
3261,2589,Loyal Stable Shoppers
3262,27246,Loyal Stable Shoppers
3263,21507,Loyal Stable Shoppers
3264,14946,Loyal Stable Shoppers
3265,11132,Loyal Stable Shoppers
3266,17983,Loyal Stable Shoppers
3267,37113,Loyal Stable Shoppers
3268,32307,Loyal Stable Shoppers
3269,39057,Loyal Stable Shoppers
3270,17799,Loyal Stable Shoppers
3271,3465,Loyal Stable Shoppers
3272,23954,Loyal Stable Shoppers
3273,16019,Loyal Stable Shoppers
3274,23602,Loyal Stable Shoppers
3275,36989,Loyal Stable Shoppers
3276,3053,Loyal Stable Shoppers
3277,31928,Loyal Stable Shoppers
3278,32501,Loyal Stable Shoppers
3279,930,Loyal Stable Shoppers
3280,33758,Loyal Stable Shoppers
3281,10576,Loyal Stable Shoppers
3282,16336,Loyal Stable Shoppers
3283,17085,Loyal Stable Shoppers
3284,3108,Loyal Stable Shoppers
3285,19659,Loyal Stable Shoppers
3286,33386,Loyal Stable Shoppers
3287,36139,Loyal Stable Shoppers
3288,25491,Loyal Stable Shoppers
3289,20405,Loyal Stable Shoppers
3290,20247,Loyal Stable Shoppers
3291,458,Loyal Stable Shoppers
3292,26070,Loyal Stable Shoppers
3293,19426,Loyal Stable Shoppers
3294,19852,Loyal Stable Shoppers
3295,21884,Loyal Stable Shoppers
3296,27251,Loyal Stable Shoppers
3297,30363,Loyal Stable Shoppers
3298,12607,Loyal Stable Shoppers
3299,33165,Loyal Stable Shoppers
3300,34415,Loyal Stable Shoppers
3301,12803,Loyal Stable Shoppers
3302,20978,Loyal Stable Shoppers
3303,10858,Loyal Stable Shoppers
3304,28782,Loyal Stable Shoppers
3305,32483,Loyal Stable Shoppers
3306,39375,Loyal Stable Shoppers
3307,6613,Loyal Stable Shoppers
3308,32189,Loyal Stable Shoppers
3309,7680,Loyal Stable Shoppers
3310,1235,Loyal Stable Shoppers
3311,1027,Loyal Stable Shoppers
3312,24757,Loyal Stable Shoppers
3313,24385,Loyal Stable Shoppers
3314,27151,Loyal Stable Shoppers
3315,32430,Loyal Stable Shoppers
3316,6286,Loyal Stable Shoppers
3317,3193,Loyal Stable Shoppers
3318,37229,Loyal Stable Shoppers
3319,34259,Loyal Stable Shoppers
3320,19643,Loyal Stable Shoppers
3321,25932,Loyal Stable Shoppers
3322,34724,Loyal Stable Shoppers
3323,32639,Loyal Stable Shoppers
3324,25900,Loyal Stable Shoppers
3325,36349,Loyal Stable Shoppers
3326,12755,Loyal Stable Shoppers
3327,38209,Loyal Stable Shoppers
3328,3964,Loyal Stable Shoppers
3329,16111,Loyal Stable Shoppers
3330,25125,Loyal Stable Shoppers
3331,16508,Loyal Stable Shoppers
3332,18596,Loyal Stable Shoppers
3333,25497,Loyal Stable Shoppers
3334,7460,Loyal Stable Shoppers
3335,5265,Loyal Stable Shoppers
3336,2274,Loyal Stable Shoppers
3337,18178,Loyal Stable Shoppers
3338,33234,Loyal Stable Shoppers
3339,5448,Loyal Stable Shoppers
3340,5326,Loyal Stable Shoppers
3341,10975,Loyal Stable Shoppers
3342,11319,Loyal Stable Shoppers
3343,22875,Loyal Stable Shoppers
3344,7377,Loyal Stable Shoppers
3345,12348,Loyal Stable Shoppers
3346,21289,Loyal Stable Shoppers
3347,9640,Loyal Stable Shoppers
3348,21338,Loyal Stable Shoppers
3349,26377,Loyal Stable Shoppers
3350,27346,Loyal Stable Shoppers
3351,31283,Loyal Stable Shoppers
3352,33492,Loyal Stable Shoppers
3353,814,Loyal Stable Shoppers
3354,27682,Loyal Stable Shoppers
3355,1315,Loyal Stable Shoppers
3356,5095,Loyal Stable Shoppers
3357,22447,Loyal Stable Shoppers
3358,27917,Loyal Stable Shoppers
3359,23571,Loyal Stable Shoppers
3360,23940,Loyal Stable Shoppers
3361,28860,Loyal Stable Shoppers
3362,36272,Loyal Stable Shoppers
3363,5427,Loyal Stable Shoppers
3364,15703,Loyal Stable Shoppers
3365,5698,Loyal Stable Shoppers
3366,34226,Loyal Stable Shoppers
3367,29056,Loyal Stable Shoppers
3368,8983,Loyal Stable Shoppers
3369,19737,Loyal Stable Shoppers
3370,32536,Loyal Stable Shoppers
3371,7707,Loyal Stable Shoppers
3372,36154,Loyal Stable Shoppers
3373,30655,Loyal Stable Shoppers
